file,line,severity,category,description,code
FST_Cost_V1/api/definitions/users.php,174,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,"echo json_encode(['success' => false, 'message' => 'Error loading users: ' . $e->getMessage()]);"
FST_Cost_V1/api/definitions/users.php,180,medium,unsanitized_input,Kullanıcı girdisi işlenmeden kullanılıyor olabilir.,$username = trim($_GET['username'] ?? '');
FST_Cost_V1/api/definitions/users.php,181,medium,unsanitized_input,Kullanıcı girdisi işlenmeden kullanılıyor olabilir.,$id = isset($_GET['id']) ? (int)$_GET['id'] : null;
FST_Cost_V1/api/definitions/users.php,212,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT d.*, c.name as city_name"
FST_Cost_V1/api/definitions/users.php,219,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT d.*, c.name as city_name"
FST_Cost_V1/api/definitions/users.php,233,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,"echo json_encode(['success' => false, 'message' => 'Error loading departments: ' . $e->getMessage()]);"
FST_Cost_V1/api/definitions/users.php,239,medium,unsanitized_input,Kullanıcı girdisi işlenmeden kullanılıyor olabilir.,$region_id = isset($_GET['region_id']) ? (int)$_GET['region_id'] : null;
FST_Cost_V1/api/definitions/users.php,243,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT c.*, r.name as region_name, r.country_id, co.name as country_name"
FST_Cost_V1/api/definitions/users.php,251,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT c.*, r.name as region_name, r.country_id, co.name as country_name"
FST_Cost_V1/api/definitions/users.php,266,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,"echo json_encode(['success' => false, 'message' => 'Error loading cities: ' . $e->getMessage()]);"
FST_Cost_V1/api/definitions/users.php,277,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT r.*, c.name as country_name FROM regions r LEFT JOIN countries c ON r.country_id = c.id ORDER BY r.name ASC"";"
FST_Cost_V1/api/definitions/users.php,288,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,"echo json_encode(['success' => false, 'message' => 'Error loading regions: ' . $e->getMessage()]);"
FST_Cost_V1/api/definitions/users.php,306,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,"echo json_encode(['success' => false, 'message' => 'Error loading countries: ' . $e->getMessage()]);"
FST_Cost_V1/api/definitions/users.php,315,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT p.*, d.name as department_name"
FST_Cost_V1/api/definitions/users.php,321,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT p.*, d.name as department_name"
FST_Cost_V1/api/definitions/users.php,336,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,"echo json_encode(['success' => false, 'message' => 'Error loading positions: ' . $e->getMessage()]);"
FST_Cost_V1/api/definitions/users.php,461,medium,unsanitized_input,Kullanıcı girdisi işlenmeden kullanılıyor olabilir.,"$username = pg_escape_string($conn, $_GET['username'] ?? '');"
FST_Cost_V1/api/definitions/users.php,462,medium,unsanitized_input,Kullanıcı girdisi işlenmeden kullanılıyor olabilir.,$id = isset($_GET['id']) ? (int)$_GET['id'] : 0;
FST_Cost_V1/api/definitions/vehicles.php,16,medium,debug_mode,Hata gösterimi/raporlama üretimde açık olabilir.,error_reporting(E_ALL); // Still log errors but don't display
FST_Cost_V1/api/definitions/vehicles.php,42,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,"echo json_encode(['success' => false, 'message' => 'Database connection failed: ' . $e->getMessage()]);"
FST_Cost_V1/api/definitions/vehicles.php,48,medium,unsanitized_input,Kullanıcı girdisi işlenmeden kullanılıyor olabilir.,$action = $_GET['action'] ?? '';
FST_Cost_V1/api/definitions/vehicles.php,86,medium,unsanitized_input,Kullanıcı girdisi işlenmeden kullanılıyor olabilir.,$city_id = isset($_GET['city_id']) ? (int)$_GET['city_id'] : null;
FST_Cost_V1/api/definitions/vehicles.php,90,medium,unsanitized_input,Kullanıcı girdisi işlenmeden kullanılıyor olabilir.,$company_id = isset($_GET['company_id']) ? (int)$_GET['company_id'] : null;
FST_Cost_V1/api/definitions/vehicles.php,94,medium,unsanitized_input,Kullanıcı girdisi işlenmeden kullanılıyor olabilir.,$company_id = isset($_GET['company_id']) ? (int)$_GET['company_id'] : null;
FST_Cost_V1/api/definitions/vehicles.php,146,medium,unsanitized_input,Kullanıcı girdisi işlenmeden kullanılıyor olabilir.,$id = $_GET['id'] ?? null;
FST_Cost_V1/api/definitions/vehicles.php,170,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT c.id, c.name, c.region_id, r.name as region_name, co.name as country_name"
FST_Cost_V1/api/definitions/vehicles.php,189,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT vc.id, vc.name, vc.city_id, vc.contact_person, vc.contact_email, vc.contact_phone,"
FST_Cost_V1/api/definitions/vehicles.php,198,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT vc.id, vc.name, vc.city_id, vc.contact_person, vc.contact_email, vc.contact_phone,"
FST_Cost_V1/api/definitions/vehicles.php,280,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"'message' => 'This vehicle company cannot be deleted because it has ' . $row['count'] . ' vehicle type(s) associated with it. Please delete all vehicle types first.',"
FST_Cost_V1/api/definitions/vehicles.php,280,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,"'message' => 'This vehicle company cannot be deleted because it has ' . $row['count'] . ' vehicle type(s) associated with it. Please delete all vehicle types first.',"
FST_Cost_V1/api/definitions/vehicles.php,297,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"'message' => 'This vehicle company cannot be deleted because it has ' . $row2['count'] . ' contract(s) associated with it. Please delete all contracts first.',"
FST_Cost_V1/api/definitions/vehicles.php,297,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,"'message' => 'This vehicle company cannot be deleted because it has ' . $row2['count'] . ' contract(s) associated with it. Please delete all contracts first.',"
FST_Cost_V1/api/definitions/vehicles.php,319,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT vt.id, vt.name, vt.vehicle_company_id,"
FST_Cost_V1/api/definitions/vehicles.php,329,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT vt.id, vt.name, vt.vehicle_company_id,"
FST_Cost_V1/api/definitions/vehicles.php,402,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"'message' => 'This vehicle type cannot be deleted because its vehicle company has ' . $row['count'] . ' contract(s) associated with it. Please delete all contracts first.',"
FST_Cost_V1/api/definitions/vehicles.php,402,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,"'message' => 'This vehicle type cannot be deleted because its vehicle company has ' . $row['count'] . ' contract(s) associated with it. Please delete all contracts first.',"
FST_Cost_V1/api/definitions/vehicles.php,422,medium,unsanitized_input,Kullanıcı girdisi işlenmeden kullanılıyor olabilir.,$contract_id = isset($_GET['id']) ? (int)$_GET['id'] : null;
FST_Cost_V1/api/definitions/vehicles.php,426,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT vc.id, vc.vehicle_company_id, vc.contract_code, vc.start_date, vc.end_date,"
FST_Cost_V1/api/definitions/vehicles.php,449,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT vc.id, vc.vehicle_company_id, vc.contract_code, vc.start_date, vc.end_date,"
FST_Cost_V1/api/definitions/vehicles.php,468,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"$query = ""SELECT vc.id, vc.vehicle_company_id, vc.contract_code, vc.start_date, vc.end_date,"
FST_Cost_V1/api/definitions/vehicles.php,603,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"'message' => 'This contract cannot be deleted because it has ' . $row['count'] . ' route(s) associated with it. Please delete all routes first.',"
FST_Cost_V1/api/definitions/vehicles.php,603,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,"'message' => 'This contract cannot be deleted because it has ' . $row['count'] . ' route(s) associated with it. Please delete all routes first.',"
FST_Cost_V1/api/definitions/vehicles.php,628,medium,unsanitized_input,Kullanıcı girdisi işlenmeden kullanılıyor olabilir.,$vehicle_company_id = (int)$_POST['vehicle_company_id'];
FST_Cost_V1/api/definitions/vehicles.php,703,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,"'message' => ""Imported $successCount contracts successfully"" . ($errorCount > 0 ? "". $errorCount errors occurred."" : ''),"
FST_Cost_V1/app/guide.php,14,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/guide.php,14,low,redirect_flow,Yönlendirme sonrası exit eksik olabilir.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/costs.php,14,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/costs.php,14,low,redirect_flow,Yönlendirme sonrası exit eksik olabilir.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/currencies.php,14,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/currencies.php,14,low,redirect_flow,Yönlendirme sonrası exit eksik olabilir.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/currency-country.php,5,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/currency-country.php,5,low,redirect_flow,Yönlendirme sonrası exit eksik olabilir.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/currency-country.php,12,medium,unsanitized_input,Kullanıcı girdisi işlenmeden kullanılıyor olabilir.,$countryId = isset($_GET['id']) ? (int)$_GET['id'] : 0;
FST_Cost_V1/app/definitions/languages.php,14,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/languages.php,14,low,redirect_flow,Yönlendirme sonrası exit eksik olabilir.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/languages.php,108,info,i18n,Çeviri dosyası dışında yerelleştirilmiş sabit metin olabilir.,"<input type=""text"" name=""name"" placeholder=""<?php echo $t_lang_mgmt['language_name_placeholder'] ?? 'e.g., Deutsch, Français, Español'; ?>"" required>"
FST_Cost_V1/app/definitions/locations.php,14,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/locations.php,14,low,redirect_flow,Yönlendirme sonrası exit eksik olabilir.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/merchants.php,15,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/merchants.php,15,low,redirect_flow,Yönlendirme sonrası exit eksik olabilir.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/merchants.php,115,info,i18n,Çeviri dosyası dışında yerelleştirilmiş sabit metin olabilir.,<label><?php echo $t_merchants['operasyon_name'] ?? 'Operasyon Adı'; ?></label>
FST_Cost_V1/app/definitions/positions.php,15,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/positions.php,15,low,redirect_flow,Yönlendirme sonrası exit eksik olabilir.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/positions.php,103,info,i18n,Çeviri dosyası dışında yerelleştirilmiş sabit metin olabilir.,"<option value=""""><?php echo $t_positions['loading_data'] ?? 'Yükleniyor...'; ?></option>"
FST_Cost_V1/app/definitions/positions.php,135,info,i18n,Çeviri dosyası dışında yerelleştirilmiş sabit metin olabilir.,"<option value=""""><?php echo $t_positions['loading_data'] ?? 'Yükleniyor...'; ?></option>"
FST_Cost_V1/app/definitions/tours.php,15,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/tours.php,15,low,redirect_flow,Yönlendirme sonrası exit eksik olabilir.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/tours.php,109,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"<option value=""""><?php echo $t_common['select'] ?? 'Select...'; ?></option>"
FST_Cost_V1/app/definitions/tours.php,116,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"<option value=""""><?php echo $t_common['select'] ?? 'Select...'; ?></option>"
FST_Cost_V1/app/definitions/tours.php,123,high,sql_injection,SQL sorgusu içinde string birleştirme veya ham kullanıcı girdisi kullanımı.,"<option value=""""><?php echo $t_common['select'] ?? 'Select...'; ?></option>"
FST_Cost_V1/app/definitions/tours.php,129,info,i18n,Çeviri dosyası dışında yerelleştirilmiş sabit metin olabilir.,<label><?php echo $t_tours['tour_regions'] ?? 'Bu Turun Gerçekleştiği Bölgeler'; ?></label>
FST_Cost_V1/app/definitions/tours.php,133,info,i18n,Çeviri dosyası dışında yerelleştirilmiş sabit metin olabilir.,<?php echo $t_tours['select_all'] ?? 'Tümünü Seç'; ?>
FST_Cost_V1/app/definitions/tours.php,137,info,i18n,Çeviri dosyası dışında yerelleştirilmiş sabit metin olabilir.,<?php echo $t_tours['deselect_all'] ?? 'Tümünü Temizle'; ?>
FST_Cost_V1/app/definitions/tours.php,143,info,i18n,Çeviri dosyası dışında yerelleştirilmiş sabit metin olabilir.,"<input type=""text"" id=""region_search"" placeholder=""<?php echo $t_tours['search_regions'] ?? 'Bölge ara...'; ?>"" onkeyup=""filterRegions(this.value)"">"
FST_Cost_V1/app/definitions/tours.php,147,info,i18n,Çeviri dosyası dışında yerelleştirilmiş sabit metin olabilir.,"<div class=""checkbox-message""><?php echo $t_tours['select_regions_first'] ?? 'Önce ülke, bölge ve şehir seçin'; ?></div>"
FST_Cost_V1/app/definitions/users.php,14,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/users.php,14,low,redirect_flow,Yönlendirme sonrası exit eksik olabilir.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/vehicles.php,15,high,file_inclusion,Değişkene bağlı include/require tespit edildi. RFI/LFI riski.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/app/definitions/vehicles.php,15,low,redirect_flow,Yönlendirme sonrası exit eksik olabilir.,header('Location: ' . $basePath . 'login.php');
FST_Cost_V1/assets/css/common.css,55,low,css_smell,!important aşırı kullanımı olasılığı.,overflow-x: auto !important;
FST_Cost_V1/assets/css/common.css,89,low,css_smell,!important aşırı kullanımı olasılığı.,overflow-x: auto !important;
FST_Cost_V1/assets/css/common.css,117,low,css_smell,!important aşırı kullanımı olasılığı.,width: max-content !important;
FST_Cost_V1/assets/css/common.css,118,low,css_smell,!important aşırı kullanımı olasılığı.,min-width: 600px !important;
FST_Cost_V1/assets/css/common.css,380,low,css_smell,!important aşırı kullanımı olasılığı.,margin-left: 0 !important;
FST_Cost_V1/assets/css/common.css,381,low,css_smell,!important aşırı kullanımı olasılığı.,width: 100% !important;
FST_Cost_V1/assets/css/common.css,386,low,css_smell,!important aşırı kullanımı olasılığı.,margin-left: 0 !important;
FST_Cost_V1/assets/css/common.css,387,low,css_smell,!important aşırı kullanımı olasılığı.,width: 100% !important;
FST_Cost_V1/assets/css/common.css,413,low,css_smell,!important aşırı kullanımı olasılığı.,overflow-x: auto !important;
FST_Cost_V1/assets/css/common.css,422,low,css_smell,!important aşırı kullanımı olasılığı.,min-width: 800px !important; /* Wider minimum for mobile scrolling */
FST_Cost_V1/assets/css/common.css,423,low,css_smell,!important aşırı kullanımı olasılığı.,width: max-content !important;
FST_Cost_V1/assets/css/common.css,431,low,css_smell,!important aşırı kullanımı olasılığı.,white-space: nowrap !important;
FST_Cost_V1/assets/css/common.css,624,low,css_smell,!important aşırı kullanımı olasılığı.,min-width: 700px !important;
FST_Cost_V1/assets/css/confirm-dialog.css,3,low,css_smell,!important aşırı kullanımı olasılığı.,position: fixed !important;
FST_Cost_V1/assets/css/confirm-dialog.css,4,low,css_smell,!important aşırı kullanımı olasılığı.,top: 0 !important;
FST_Cost_V1/assets/css/confirm-dialog.css,5,low,css_smell,!important aşırı kullanımı olasılığı.,left: 0 !important;
FST_Cost_V1/assets/css/confirm-dialog.css,6,low,css_smell,!important aşırı kullanımı olasılığı.,right: 0 !important;
FST_Cost_V1/assets/css/confirm-dialog.css,7,low,css_smell,!important aşırı kullanımı olasılığı.,bottom: 0 !important;
FST_Cost_V1/assets/css/confirm-dialog.css,8,low,css_smell,!important aşırı kullanımı olasılığı.,width: 100vw !important;
FST_Cost_V1/assets/css/confirm-dialog.css,9,low,css_smell,!important aşırı kullanımı olasılığı.,height: 100vh !important;
FST_Cost_V1/assets/css/confirm-dialog.css,11,low,css_smell,!important aşırı kullanımı olasılığı.,display: flex !important;
FST_Cost_V1/assets/css/confirm-dialog.css,14,low,css_smell,!important aşırı kullanımı olasılığı.,z-index: 99999 !important;
FST_Cost_V1/assets/css/app/guide.css,73,low,css_smell,!important aşırı kullanımı olasılığı.,overflow-x: auto !important;
FST_Cost_V1/assets/css/app/guide.css,113,low,css_smell,!important aşırı kullanımı olasılığı.,width: max-content !important;
FST_Cost_V1/assets/css/app/guide.css,114,low,css_smell,!important aşırı kullanımı olasılığı.,min-width: 1200px !important;
FST_Cost_V1/assets/css/app/guide.css,275,low,css_smell,!important aşırı kullanımı olasılığı.,position: fixed !important;
FST_Cost_V1/assets/css/app/guide.css,276,low,css_smell,!important aşırı kullanımı olasılığı.,top: 20px !important;
FST_Cost_V1/assets/css/app/guide.css,277,low,css_smell,!important aşırı kullanımı olasılığı.,right: 20px !important;
FST_Cost_V1/assets/css/app/guide.css,278,low,css_smell,!important aşırı kullanımı olasılığı.,bottom: auto !important;
FST_Cost_V1/assets/css/app/guide.css,279,low,css_smell,!important aşırı kullanımı olasılığı.,left: auto !important;
FST_Cost_V1/assets/css/app/guide.css,280,low,css_smell,!important aşırı kullanımı olasılığı.,z-index: 9999 !important;
FST_Cost_V1/assets/css/app/guide.css,296,low,css_smell,!important aşırı kullanımı olasılığı.,overflow-x: auto !important;
FST_Cost_V1/assets/css/app/guide.css,306,low,css_smell,!important aşırı kullanımı olasılığı.,overflow: visible !important;
FST_Cost_V1/assets/css/app/guide.css,310,low,css_smell,!important aşırı kullanımı olasılığı.,min-width: 1200px !important; /* Force horizontal scroll */
FST_Cost_V1/assets/css/app/guide.css,311,low,css_smell,!important aşırı kullanımı olasılığı.,width: max-content !important;
FST_Cost_V1/assets/css/app/guide.css,312,low,css_smell,!important aşırı kullanımı olasılığı.,display: table !important;
FST_Cost_V1/assets/css/app/guide.css,320,low,css_smell,!important aşırı kullanımı olasılığı.,white-space: nowrap !important;
FST_Cost_V1/assets/css/app/guide.css,391,low,css_smell,!important aşırı kullanımı olasılığı.,min-width: 1100px !important;
FST_Cost_V1/assets/css/app/guide.css,399,low,css_smell,!important aşırı kullanımı olasılığı.,white-space: nowrap !important;
FST_Cost_V1/assets/css/app/definitions/costs.css,4,low,css_smell,!important aşırı kullanımı olasılığı.,border: 2px solid #dc3545 !important;
FST_Cost_V1/assets/css/app/definitions/costs.css,5,low,css_smell,!important aşırı kullanımı olasılığı.,background-color: #fff5f5 !important;
FST_Cost_V1/assets/css/app/definitions/costs.css,10,low,css_smell,!important aşırı kullanımı olasılığı.,outline: 2px solid #dc3545 !important;
FST_Cost_V1/assets/css/app/definitions/costs.css,424,low,css_smell,!important aşırı kullanımı olasılığı.,position: fixed !important;
FST_Cost_V1/assets/css/app/definitions/costs.css,425,low,css_smell,!important aşırı kullanımı olasılığı.,top: 20px !important;
FST_Cost_V1/assets/css/app/definitions/costs.css,426,low,css_smell,!important aşırı kullanımı olasılığı.,right: 20px !important;
FST_Cost_V1/assets/css/app/definitions/costs.css,427,low,css_smell,!important aşırı kullanımı olasılığı.,bottom: auto !important;
FST_Cost_V1/assets/css/app/definitions/costs.css,428,low,css_smell,!important aşırı kullanımı olasılığı.,left: auto !important;
FST_Cost_V1/assets/css/app/definitions/costs.css,429,low,css_smell,!important aşırı kullanımı olasılığı.,z-index: 9999 !important;
FST_Cost_V1/assets/css/app/definitions/currencies.css,281,low,css_smell,!important aşırı kullanımı olasılığı.,position: fixed !important;
FST_Cost_V1/assets/css/app/definitions/currencies.css,282,low,css_smell,!important aşırı kullanımı olasılığı.,top: 20px !important;
FST_Cost_V1/assets/css/app/definitions/currencies.css,283,low,css_smell,!important aşırı kullanımı olasılığı.,right: 20px !important;
FST_Cost_V1/assets/css/app/definitions/currencies.css,284,low,css_smell,!important aşırı kullanımı olasılığı.,bottom: auto !important;
FST_Cost_V1/assets/css/app/definitions/currencies.css,285,low,css_smell,!important aşırı kullanımı olasılığı.,left: auto !important;
FST_Cost_V1/assets/css/app/definitions/currencies.css,352,low,css_smell,!important aşırı kullanımı olasılığı.,.toast-container { left: 10px !important; right: 10px !important; top: 10px !important; }
FST_Cost_V1/assets/css/app/definitions/currencies.css,392,low,css_smell,!important aşırı kullanımı olasılığı.,background: #f3f4f6 !important;
FST_Cost_V1/assets/css/app/definitions/currencies.css,395,low,css_smell,!important aşırı kullanımı olasılığı.,background: #eef2ff !important;
FST_Cost_V1/assets/css/app/definitions/currencies.css,396,low,css_smell,!important aşırı kullanımı olasılığı.,border-color: #c7d2fe !important;
FST_Cost_V1/assets/css/app/definitions/currencies.css,400,low,css_smell,!important aşırı kullanımı olasılığı.,background: #3b82f6 !important;
FST_Cost_V1/assets/css/app/definitions/currencies.css,401,low,css_smell,!important aşırı kullanımı olasılığı.,color: #fff !important;
FST_Cost_V1/assets/css/app/definitions/currencies.css,402,low,css_smell,!important aşırı kullanımı olasılığı.,border-color: #2563eb !important;
FST_Cost_V1/assets/css/app/definitions/locations.css,4,low,css_smell,!important aşırı kullanımı olasılığı.,border: 2px solid #dc3545 !important;
FST_Cost_V1/assets/css/app/definitions/locations.css,5,low,css_smell,!important aşırı kullanımı olasılığı.,background-color: #fff5f5 !important;
FST_Cost_V1/assets/css/app/definitions/locations.css,10,low,css_smell,!important aşırı kullanımı olasılığı.,outline: 2px solid #dc3545 !important;
FST_Cost_V1/assets/css/app/definitions/locations.css,24,low,css_smell,!important aşırı kullanımı olasılığı.,border-color: #dc3545 !important;
FST_Cost_V1/assets/css/app/definitions/locations.css,419,low,css_smell,!important aşırı kullanımı olasılığı.,position: fixed !important;
FST_Cost_V1/assets/css/app/definitions/locations.css,420,low,css_smell,!important aşırı kullanımı olasılığı.,top: 20px !important;
FST_Cost_V1/assets/css/app/definitions/locations.css,421,low,css_smell,!important aşırı kullanımı olasılığı.,right: 20px !important;
FST_Cost_V1/assets/css/app/definitions/locations.css,422,low,css_smell,!important aşırı kullanımı olasılığı.,bottom: auto !important;
FST_Cost_V1/assets/css/app/definitions/locations.css,423,low,css_smell,!important aşırı kullanımı olasılığı.,left: auto !important;
FST_Cost_V1/assets/css/app/definitions/locations.css,424,low,css_smell,!important aşırı kullanımı olasılığı.,z-index: 9999 !important;
FST_Cost_V1/assets/css/app/definitions/merchants.css,4,low,css_smell,!important aşırı kullanımı olasılığı.,border: 2px solid #dc3545 !important;
FST_Cost_V1/assets/css/app/definitions/merchants.css,5,low,css_smell,!important aşırı kullanımı olasılığı.,background-color: #fff5f5 !important;
FST_Cost_V1/assets/css/app/definitions/merchants.css,10,low,css_smell,!important aşırı kullanımı olasılığı.,outline: 2px solid #dc3545 !important;
FST_Cost_V1/assets/css/app/definitions/merchants.css,444,low,css_smell,!important aşırı kullanımı olasılığı.,position: fixed !important;
FST_Cost_V1/assets/css/app/definitions/merchants.css,445,low,css_smell,!important aşırı kullanımı olasılığı.,top: 20px !important;
FST_Cost_V1/assets/css/app/definitions/merchants.css,446,low,css_smell,!important aşırı kullanımı olasılığı.,right: 20px !important;
FST_Cost_V1/assets/css/app/definitions/merchants.css,447,low,css_smell,!important aşırı kullanımı olasılığı.,bottom: auto !important;
FST_Cost_V1/assets/css/app/definitions/merchants.css,448,low,css_smell,!important aşırı kullanımı olasılığı.,left: auto !important;
FST_Cost_V1/assets/css/app/definitions/merchants.css,449,low,css_smell,!important aşırı kullanımı olasılığı.,z-index: 9999 !important;
FST_Cost_V1/assets/css/app/definitions/merchants.css,564,low,css_smell,!important aşırı kullanımı olasılığı.,position: fixed !important;
FST_Cost_V1/assets/css/app/definitions/merchants.css,565,low,css_smell,!important aşırı kullanımı olasılığı.,z-index: 99999 !important;
FST_Cost_V1/assets/css/app/definitions/positions.css,4,low,css_smell,!important aşırı kullanımı olasılığı.,border: 2px solid #dc3545 !important;
FST_Cost_V1/assets/css/app/definitions/positions.css,5,low,css_smell,!important aşırı kullanımı olasılığı.,background-color: #fff5f5 !important;
FST_Cost_V1/assets/css/app/definitions/positions.css,10,low,css_smell,!important aşırı kullanımı olasılığı.,outline: 2px solid #dc3545 !important;
FST_Cost_V1/assets/css/app/definitions/positions.css,404,low,css_smell,!important aşırı kullanımı olasılığı.,position: fixed !important;
FST_Cost_V1/assets/css/app/definitions/positions.css,405,low,css_smell,!important aşırı kullanımı olasılığı.,top: 20px !important;
FST_Cost_V1/assets/css/app/definitions/positions.css,406,low,css_smell,!important aşırı kullanımı olasılığı.,right: 20px !important;
FST_Cost_V1/assets/css/app/definitions/positions.css,407,low,css_smell,!important aşırı kullanımı olasılığı.,bottom: auto !important;
FST_Cost_V1/assets/css/app/definitions/positions.css,408,low,css_smell,!important aşırı kullanımı olasılığı.,left: auto !important;
FST_Cost_V1/assets/css/app/definitions/positions.css,409,low,css_smell,!important aşırı kullanımı olasılığı.,z-index: 9999 !important;
FST_Cost_V1/assets/css/app/definitions/tours.css,4,low,css_smell,!important aşırı kullanımı olasılığı.,border: 2px solid #dc3545 !important;
FST_Cost_V1/assets/css/app/definitions/tours.css,5,low,css_smell,!important aşırı kullanımı olasılığı.,background-color: #fff5f5 !important;
FST_Cost_V1/assets/css/app/definitions/tours.css,10,low,css_smell,!important aşırı kullanımı olasılığı.,outline: 2px solid #dc3545 !important;
FST_Cost_V1/assets/css/app/definitions/tours.css,452,low,css_smell,!important aşırı kullanımı olasılığı.,position: fixed !important;
FST_Cost_V1/assets/css/app/definitions/tours.css,453,low,css_smell,!important aşırı kullanımı olasılığı.,top: 20px !important;
FST_Cost_V1/assets/css/app/definitions/tours.css,454,low,css_smell,!important aşırı kullanımı olasılığı.,right: 20px !important;
